id,overall_qual,year_built,year_remod/add,mas_vnr_area,exter_qual,bsmtfin_sf_1,total_bsmt_sf,1st_flr_sf,gr_liv_area,full_bath,kitchen_qual,totrms_abvgrd,fireplaces,garage_cars,garage_area,saleprice,lifespan,foundation_BrkTil,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,mas_vnr_type_BrkCmn,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone
988,6,1977,1977,0.0,1,1567.0,1567.0,1567,1567,2,2,5,2,2.0,714.0,196000,32,0,0,1,0,0,0,0,0,1,0
382,7,1976,1976,189.0,1,0.0,1090.0,1370,1370,2,1,6,1,2.0,479.0,152000,33,0,1,0,0,0,0,0,1,0,0
670,5,1969,1969,368.0,1,500.0,1248.0,1338,2634,2,1,12,0,4.0,968.0,200000,40,0,1,0,0,0,0,0,1,0,0
2760,8,2005,2006,198.0,2,1122.0,1570.0,1590,1590,2,3,6,0,3.0,754.0,294900,1,0,0,1,0,0,0,0,1,0,0
543,7,2008,2009,140.0,2,0.0,1450.0,1450,1450,2,2,6,0,3.0,788.0,224243,1,0,0,1,0,0,0,0,1,0,0
2835,6,1915,1950,0.0,1,0.0,832.0,846,1338,2,1,7,0,2.0,528.0,92000,91,1,0,0,0,0,0,0,0,1,0
1735,7,2007,2007,0.0,2,0.0,728.0,728,1456,2,2,8,1,2.0,400.0,179540,0,0,0,1,0,0,0,0,0,1,0
448,10,2003,2003,922.0,3,56.0,2392.0,2392,2392,2,3,8,1,3.0,968.0,386250,6,0,0,1,0,0,0,0,1,0,0
2287,4,1970,1970,0.0,1,503.0,530.0,530,992,1,1,4,0,1.0,297.0,106500,37,0,1,0,0,0,0,0,0,1,0
524,10,2008,2008,160.0,3,765.0,1017.0,1026,2007,2,3,10,1,3.0,812.0,310000,1,0,0,1,0,0,0,0,0,0,1
1767,7,1998,1998,275.0,2,0.0,1066.0,1108,2385,2,2,8,1,3.0,600.0,252000,9,0,0,1,0,0,0,0,1,0,0
2206,7,1941,1950,0.0,1,364.0,918.0,918,1646,2,1,7,2,1.0,240.0,164000,66,0,1,0,0,0,0,0,0,1,0
1740,7,2007,2007,16.0,2,0.0,728.0,728,1456,2,2,7,0,2.0,400.0,177594,0,0,0,1,0,0,0,0,0,0,1
199,5,1936,1980,0.0,1,276.0,528.0,548,1040,1,1,5,0,2.0,624.0,123900,74,0,1,0,0,0,0,0,0,1,0
2214,6,1918,1950,0.0,1,1128.0,1370.0,1370,2624,2,1,10,1,3.0,864.0,239000,89,1,0,0,0,0,0,0,0,1,0
323,5,1965,1977,0.0,1,42.0,1068.0,1264,1264,1,1,7,1,2.0,528.0,169000,45,0,1,0,0,0,0,0,0,1,0
2421,7,2003,2004,18.0,2,0.0,1374.0,1557,1557,2,2,7,1,2.0,420.0,234000,3,0,0,1,0,0,0,0,1,0,0
952,6,1977,1977,0.0,1,841.0,957.0,1287,1287,1,1,5,2,2.0,541.0,173000,32,0,1,0,0,0,0,0,0,1,0
24,6,1970,1970,180.0,1,578.0,1004.0,1004,1004,1,1,5,1,2.0,480.0,149000,40,0,1,0,0,0,0,0,1,0,0
1139,7,2007,2007,0.0,2,0.0,1162.0,1162,1162,2,2,6,0,2.0,483.0,170000,1,0,0,1,0,0,0,0,0,1,0
518,7,2008,2009,0.0,2,0.0,1436.0,1436,1436,2,2,6,0,2.0,529.0,225000,1,0,0,1,0,0,0,0,0,1,0
1390,5,1963,2003,0.0,1,634.0,960.0,960,960,1,2,6,0,1.0,300.0,144900,45,0,1,0,0,0,0,0,0,1,0
277,5,1968,1968,0.0,1,1070.0,1196.0,1196,1196,1,1,6,0,1.0,336.0,144000,42,0,1,0,0,0,0,0,0,1,0
54,8,2004,2005,16.0,2,24.0,1256.0,1269,1269,2,2,6,1,2.0,430.0,192000,6,0,0,1,0,0,0,0,1,0,0
649,5,1952,2005,0.0,2,931.0,1031.0,1031,1031,1,2,5,0,1.0,230.0,145500,57,0,1,0,0,0,0,0,0,1,0
2600,4,1900,1998,0.0,1,0.0,448.0,448,720,1,0,5,0,1.0,280.0,86900,106,1,0,0,0,0,0,0,0,1,0
617,6,1953,1953,90.0,1,1024.0,1505.0,1505,1505,1,1,6,1,2.0,505.0,149500,56,0,1,0,0,0,0,0,1,0,0
2209,5,1938,1950,0.0,1,0.0,920.0,954,954,1,0,5,1,1.0,240.0,119750,69,0,0,1,0,0,0,0,0,1,0
2814,6,2005,2006,0.0,1,0.0,750.0,750,1500,2,2,6,0,2.0,564.0,173900,1,0,0,1,0,0,0,0,0,1,0
2542,5,1961,1961,0.0,1,915.0,1050.0,1050,1050,1,1,6,0,1.0,368.0,136500,45,0,1,0,0,0,0,0,0,1,0
2323,8,1994,1994,0.0,2,0.0,2062.0,2079,2687,2,2,9,0,2.0,618.0,270000,12,0,0,1,0,0,0,0,0,1,0
1393,6,1960,1975,0.0,1,429.0,1602.0,1252,1252,1,1,4,1,2.0,564.0,235000,48,0,1,0,0,0,0,0,0,1,0
490,7,1999,2000,0.0,1,0.0,384.0,774,1430,2,1,7,1,2.0,400.0,156000,10,0,0,1,0,0,0,0,0,1,0
542,5,2003,2004,0.0,1,836.0,1114.0,1114,1114,2,2,6,0,2.0,576.0,153000,6,0,0,1,0,0,0,0,0,1,0
973,6,1999,1999,425.0,1,883.0,1224.0,1224,1224,2,1,5,0,2.0,402.0,165000,10,0,0,1,0,0,0,0,1,0,0
1012,9,2005,2007,245.0,2,0.0,1122.0,1134,2504,2,3,11,1,3.0,656.0,325000,3,0,0,1,0,0,0,0,1,0,0
2218,5,1941,1950,0.0,1,533.0,728.0,760,1355,2,1,5,0,2.0,528.0,140000,66,0,1,0,0,0,0,0,0,1,0
2033,6,1963,1963,234.0,1,375.0,741.0,1497,2294,3,1,9,1,2.0,658.0,202500,44,0,1,0,0,0,0,0,1,0,0
1071,9,2008,2008,766.0,3,1540.0,1702.0,1702,1702,1,3,7,1,3.0,1052.0,367294,0,0,0,1,0,0,0,0,1,0,0
1583,6,1988,1989,219.0,2,783.0,1461.0,1509,1509,2,2,5,1,2.0,600.0,175000,20,0,1,0,0,0,0,0,1,0,0
2858,7,1915,1970,0.0,1,216.0,756.0,961,1717,1,2,7,1,3.0,642.0,140000,91,1,0,0,0,0,0,0,0,1,0
2265,7,1985,1985,0.0,1,215.0,1265.0,1240,1240,2,2,6,0,2.0,528.0,174000,22,0,1,0,0,0,0,0,0,1,0
1088,7,2005,2005,182.0,2,655.0,856.0,1166,1166,2,2,5,0,2.0,400.0,190000,3,0,0,1,0,0,0,0,0,0,1
698,5,1910,2002,0.0,2,0.0,504.0,764,1464,2,1,7,0,0.0,0.0,129000,99,0,1,0,0,0,0,0,0,1,0
1896,6,1959,1991,136.0,1,1386.0,1592.0,1652,1652,1,2,6,1,2.0,510.0,200000,48,0,1,0,0,0,0,0,1,0,0
628,6,1968,1968,576.0,1,448.0,896.0,1182,2142,2,2,8,1,1.0,509.0,193500,41,0,1,0,0,0,0,0,1,0,0
1212,6,1964,1964,260.0,1,787.0,1092.0,1092,1092,1,1,6,0,2.0,504.0,145000,44,0,1,0,0,0,0,0,0,0,1
2864,7,1929,1950,270.0,2,526.0,1022.0,1122,1671,2,1,7,1,2.0,451.0,218000,77,1,0,0,0,0,0,0,1,0,0
2740,5,1952,2002,232.0,1,0.0,0.0,1488,1488,1,1,7,1,2.0,569.0,135000,54,0,0,0,1,0,0,0,1,0,0
2560,5,1952,1952,150.0,1,40.0,1444.0,1624,1624,1,1,6,1,1.0,240.0,146500,54,0,1,0,0,0,0,0,0,0,1
1716,6,2005,2006,256.0,2,20.0,1362.0,1362,1362,2,2,6,1,2.0,460.0,194700,2,0,0,1,0,0,0,0,0,0,1
1130,7,2007,2008,210.0,2,902.0,1218.0,1218,1218,2,2,6,0,2.0,462.0,230348,1,0,0,1,0,0,0,0,0,0,1
201,6,1923,1950,0.0,1,960.0,1124.0,1068,1068,1,1,5,1,1.0,288.0,109500,87,1,0,0,0,0,0,0,0,1,0
2886,6,1979,1979,0.0,1,776.0,1625.0,1625,1625,2,0,6,1,2.0,576.0,242500,27,0,1,0,0,0,0,0,0,1,0
2328,7,1987,1987,0.0,2,495.0,1064.0,1064,1767,2,2,5,1,2.0,504.0,239000,19,0,0,1,0,0,0,0,0,1,0
2583,6,1954,2000,176.0,1,824.0,1050.0,1050,1050,1,2,6,0,1.0,286.0,156000,52,0,1,0,0,0,0,0,1,0,0
1206,4,1957,1957,0.0,1,288.0,907.0,907,907,1,1,5,0,1.0,352.0,109008,51,0,1,0,0,0,0,0,0,1,0
2242,2,1939,1950,0.0,1,0.0,0.0,640,845,1,1,4,0,1.0,256.0,68104,68,1,0,0,0,0,0,0,0,1,0
1105,8,1995,1995,466.0,2,0.0,1242.0,1251,2501,2,2,9,1,3.0,751.0,290000,13,0,0,1,0,0,0,0,1,0,0
121,5,1966,1966,0.0,1,1059.0,1209.0,1209,1209,1,1,6,0,2.0,504.0,159000,44,0,0,1,0,0,0,0,0,1,0
1223,4,1937,1950,0.0,1,120.0,348.0,453,906,1,1,5,0,1.0,231.0,87000,71,0,0,1,0,0,0,0,0,1,0
265,8,2001,2002,479.0,2,1358.0,1581.0,1601,1601,2,2,6,1,2.0,670.0,272000,9,0,0,1,0,0,0,0,1,0,0
2813,7,2005,2006,0.0,2,996.0,1336.0,1336,1336,2,2,6,0,2.0,502.0,198000,1,0,0,1,0,0,0,0,0,1,0
1294,4,1940,1985,0.0,1,0.0,801.0,1095,1656,2,1,8,0,2.0,440.0,119164,68,1,0,0,0,0,0,0,0,1,0
2745,5,1954,1954,0.0,1,0.0,0.0,1124,1124,1,1,5,1,0.0,0.0,93000,52,0,0,0,1,0,0,0,0,1,0
1094,7,2000,2001,647.0,2,544.0,982.0,1008,1892,2,1,8,1,2.0,431.0,226750,8,0,0,1,0,0,0,0,1,0,0
651,3,1900,1970,0.0,1,440.0,978.0,1014,1699,2,1,7,0,2.0,420.0,95000,109,0,1,0,0,0,0,0,0,1,0
198,6,1948,1950,0.0,1,300.0,780.0,780,1416,1,1,6,0,1.0,312.0,139900,62,0,1,0,0,0,0,0,0,1,0
131,3,1940,1966,0.0,1,0.0,728.0,1306,1306,1,0,6,0,0.0,0.0,76500,70,0,1,0,0,0,0,0,0,1,0
1258,4,1940,2005,0.0,2,0.0,672.0,672,672,1,1,4,0,1.0,308.0,86900,68,0,0,1,0,0,0,0,0,1,0
1599,5,1968,1968,0.0,1,785.0,1113.0,1160,1160,1,2,6,0,1.0,257.0,152500,40,0,1,0,0,0,0,0,0,1,0
1508,4,1953,1953,115.0,1,767.0,911.0,930,930,1,1,5,0,1.0,286.0,99000,55,0,1,0,0,0,0,0,0,0,1
615,4,1940,1950,0.0,0,280.0,420.0,708,708,1,0,5,0,0.0,0.0,82500,69,0,1,0,0,0,0,0,0,1,0
1815,6,1992,1992,0.0,2,430.0,1575.0,1575,1575,2,2,5,0,2.0,529.0,179200,15,0,0,1,0,0,0,0,0,1,0
2712,5,1966,1966,0.0,1,773.0,1059.0,1059,1059,1,1,6,0,1.0,286.0,142500,40,0,1,0,0,0,0,0,0,1,0
2051,4,1964,1964,0.0,1,513.0,1005.0,1005,1005,1,1,5,0,2.0,440.0,115400,43,0,1,0,0,0,0,0,0,1,0
1863,7,2001,2001,0.0,2,738.0,1057.0,1057,1929,2,2,7,1,2.0,650.0,226000,6,0,0,1,0,0,0,0,0,1,0
2510,7,2005,2005,0.0,2,0.0,600.0,520,1200,2,2,4,0,2.0,480.0,144152,1,0,0,1,0,0,0,0,0,1,0
1069,8,2003,2003,221.0,2,0.0,1765.0,1804,2690,2,2,9,1,3.0,795.0,370000,5,0,0,1,0,0,0,0,1,0,0
336,5,1984,1984,0.0,1,207.0,833.0,833,833,1,2,5,0,2.0,495.0,149900,26,0,1,0,0,0,0,0,0,1,0
2417,6,2006,2006,0.0,2,0.0,728.0,728,1456,2,1,8,0,2.0,429.0,172785,0,0,0,1,0,0,0,0,0,1,0
1962,5,1950,2002,0.0,1,398.0,864.0,864,864,1,2,5,0,2.0,720.0,129000,57,0,1,0,0,0,0,0,0,1,0
372,6,1979,1998,0.0,1,0.0,1362.0,1586,1586,2,1,7,1,2.0,435.0,181000,30,0,1,0,0,0,0,0,0,1,0
2578,5,1956,1956,272.0,1,678.0,1058.0,1370,1370,1,1,6,1,1.0,300.0,148000,50,0,1,0,0,0,0,0,1,0,0
2824,6,2002,2002,0.0,1,475.0,914.0,914,914,1,2,4,0,0.0,0.0,117250,4,0,0,1,0,0,0,0,0,1,0
471,7,2005,2006,16.0,2,16.0,1373.0,1555,1555,2,2,7,1,2.0,430.0,192500,4,0,0,1,0,0,0,0,1,0,0
1544,6,1980,1980,0.0,1,81.0,716.0,716,1556,2,1,6,1,2.0,452.0,151000,28,0,1,0,0,0,0,0,0,1,0
2141,5,1972,1972,0.0,1,138.0,882.0,882,882,1,1,5,0,2.0,461.0,112500,35,0,1,0,0,0,0,0,0,1,0
2008,5,1920,1950,0.0,1,645.0,915.0,1167,1167,1,1,6,1,2.0,495.0,144000,87,1,0,0,0,0,0,0,0,1,0
1075,9,2007,2008,714.0,3,1204.0,1800.0,1800,1800,2,3,6,1,3.0,944.0,370967,1,0,0,1,0,0,0,0,1,0,0
34,6,1975,1975,0.0,1,514.0,855.0,855,1456,2,2,6,1,2.0,440.0,149900,35,0,1,0,0,0,0,0,0,1,0
847,7,2002,2002,95.0,2,0.0,831.0,831,1660,2,2,7,0,2.0,493.0,195000,7,0,0,1,0,0,0,0,1,0,0
1629,7,1992,1992,170.0,1,0.0,384.0,812,1482,2,2,7,1,2.0,392.0,163900,15,0,0,1,0,0,0,0,1,0,0
2073,6,1984,1984,136.0,1,299.0,1190.0,1522,1522,2,1,7,1,2.0,552.0,182000,23,0,0,1,0,0,0,0,1,0,0
960,9,2008,2008,246.0,3,1758.0,2190.0,2036,2036,2,3,9,1,3.0,780.0,410000,1,0,1,0,0,0,0,0,0,0,1
955,5,1991,1991,0.0,1,55.0,1582.0,1595,1595,2,1,5,0,2.0,672.0,152000,18,0,0,1,0,0,0,0,0,1,0
2476,7,2005,2005,172.0,2,0.0,891.0,891,1686,2,2,8,0,2.0,462.0,184000,1,0,0,1,0,0,0,0,1,0,0
1590,7,1997,1998,200.0,1,1309.0,1344.0,1344,1344,2,1,8,0,4.0,784.0,206300,11,0,0,1,0,0,0,0,1,0,0
2913,5,1970,1970,0.0,1,149.0,1652.0,1652,1652,2,1,8,0,3.0,928.0,146500,36,0,1,0,0,0,0,0,0,1,0
149,4,1956,1956,0.0,1,0.0,832.0,832,1337,1,1,5,0,1.0,263.0,108000,54,0,1,0,0,0,0,0,0,1,0
2525,7,1968,1992,143.0,1,0.0,570.0,1222,1920,3,2,8,1,2.0,487.0,170000,38,0,1,0,0,0,0,0,1,0,0
1470,6,2004,2004,205.0,2,662.0,848.0,848,848,1,2,3,0,2.0,420.0,145000,4,0,0,1,0,0,0,0,1,0,0
412,7,1975,1975,0.0,1,435.0,1057.0,1055,1055,2,1,4,1,2.0,440.0,123000,34,0,1,0,0,0,0,0,0,1,0
1399,6,1996,1997,0.0,1,1003.0,1291.0,1291,1291,1,2,6,1,2.0,431.0,173000,12,0,0,1,0,0,0,0,0,1,0
183,6,1928,2003,0.0,1,0.0,624.0,720,720,1,1,5,0,2.0,484.0,105900,82,1,0,0,0,0,0,0,0,1,0
974,4,1973,1973,0.0,1,462.0,462.0,526,988,1,1,5,0,1.0,297.0,91000,36,0,1,0,0,0,0,0,0,1,0
930,5,1949,2005,0.0,1,312.0,1067.0,986,1523,2,0,7,1,1.0,295.0,158000,60,1,0,0,0,0,0,0,0,1,0
881,7,2004,2004,0.0,2,0.0,864.0,864,1728,2,2,7,0,2.0,572.0,190000,5,0,0,1,0,0,0,0,0,1,0
1180,8,1995,1995,0.0,2,560.0,1230.0,1239,1239,1,2,4,1,2.0,477.0,217500,13,0,0,1,0,0,0,0,0,1,0
1553,5,1958,1958,162.0,1,330.0,1151.0,1151,1955,2,1,7,0,1.0,356.0,165500,50,0,1,0,0,0,0,0,1,0,0
928,7,1941,1950,0.0,1,275.0,704.0,860,1564,1,0,7,1,1.0,234.0,174500,68,0,1,0,0,0,0,0,0,1,0
1512,4,1954,1954,0.0,1,0.0,416.0,1204,1204,1,1,6,0,1.0,312.0,100000,54,0,1,0,0,0,0,0,0,1,0
3,6,1958,1958,108.0,1,923.0,1329.0,1329,1329,1,2,6,0,1.0,312.0,172000,52,0,1,0,0,0,0,0,1,0,0
2140,5,1975,1975,0.0,1,330.0,864.0,879,879,1,1,5,0,2.0,440.0,120000,32,0,1,0,0,0,0,0,0,1,0
553,4,1950,1950,0.0,0,0.0,721.0,841,841,1,1,4,0,1.0,294.0,82000,59,0,1,0,0,0,0,0,0,1,0
2594,6,1947,1950,0.0,1,0.0,784.0,900,1312,1,1,6,0,2.0,649.0,127000,59,0,1,0,0,0,0,0,0,1,0
1314,6,1917,1950,0.0,1,319.0,735.0,1134,2058,1,1,8,1,2.0,396.0,129500,91,1,0,0,0,0,0,0,0,1,0
366,8,1984,1984,0.0,2,1036.0,1220.0,1360,1360,1,2,4,1,2.0,565.0,187500,25,0,1,0,0,0,0,0,0,1,0
1462,8,2002,2003,240.0,2,1538.0,1778.0,1786,1786,2,2,6,1,3.0,715.0,300000,6,0,0,1,0,0,0,0,1,0,0
2541,6,1971,1971,252.0,1,416.0,825.0,1097,1993,2,1,8,1,2.0,495.0,190000,35,0,1,0,0,0,0,0,1,0,0
2088,4,1920,1950,0.0,0,0.0,951.0,986,1362,2,1,7,0,1.0,280.0,96000,87,1,0,0,0,0,0,0,0,1,0
527,7,2006,2007,100.0,2,812.0,1092.0,1112,1550,2,2,7,0,2.0,438.0,241000,3,0,0,1,0,0,0,0,0,0,1
1824,5,1962,1962,0.0,1,0.0,1140.0,1696,1696,1,1,8,1,1.0,349.0,143900,45,0,1,0,0,0,0,0,0,1,0
2918,4,1970,1970,0.0,1,408.0,546.0,546,1092,1,1,5,0,1.0,286.0,87550,36,0,1,0,0,0,0,0,0,1,0
49,9,2005,2005,412.0,3,456.0,1752.0,1752,1752,2,3,6,1,2.0,576.0,319900,5,0,0,1,0,0,0,0,1,0,0
2332,9,2006,2006,184.0,2,205.0,1094.0,1102,2473,2,2,11,1,3.0,675.0,356383,0,0,0,1,0,0,0,0,1,0,0
826,9,2007,2007,0.0,2,0.0,1800.0,1800,1800,2,3,7,0,2.0,702.0,239000,2,0,0,1,0,0,0,0,0,1,0
1108,7,1993,1994,320.0,2,228.0,1080.0,1108,2197,2,2,9,1,3.0,783.0,287500,15,0,0,1,0,0,0,0,1,0,0
2041,5,1941,1950,0.0,1,360.0,720.0,854,1382,1,1,7,0,2.0,660.0,128500,66,0,1,0,0,0,0,0,0,1,0
57,7,2004,2004,0.0,2,0.0,847.0,847,1733,2,2,7,1,2.0,433.0,185088,6,0,0,1,0,0,0,0,0,1,0
520,7,2008,2008,0.0,2,0.0,1402.0,1402,1402,2,2,7,0,2.0,625.0,229800,1,0,0,1,0,0,0,0,0,1,0
2305,5,1984,1984,0.0,1,516.0,864.0,887,887,1,1,5,0,1.0,288.0,124500,23,0,1,0,0,0,0,0,0,1,0
2533,5,1968,1968,0.0,1,758.0,1051.0,1051,1051,1,1,6,0,2.0,504.0,142000,38,0,1,0,0,0,0,0,0,1,0
2852,6,1920,1950,0.0,1,305.0,755.0,755,1510,1,1,6,0,1.0,216.0,149000,86,0,0,1,0,0,0,0,0,1,0
1198,5,1973,1973,564.0,1,0.0,1656.0,1656,1656,2,1,8,0,2.0,506.0,135000,35,0,1,0,0,0,0,0,1,0,0
1681,6,1976,1976,0.0,1,120.0,1078.0,958,958,2,1,5,1,2.0,440.0,128000,31,0,1,0,0,0,0,0,0,1,0
1773,8,1992,1993,0.0,2,1231.0,3200.0,3228,3228,3,2,10,1,2.0,546.0,430000,15,0,0,1,0,0,0,0,0,1,0
1825,5,1968,1968,0.0,1,812.0,1040.0,1040,1040,1,1,5,0,2.0,686.0,145000,39,0,1,0,0,0,0,0,0,1,0
2208,5,1910,2003,0.0,1,0.0,661.0,661,1250,2,1,8,1,2.0,552.0,139000,97,0,0,1,0,0,0,0,0,1,0
1646,6,1984,2003,74.0,1,0.0,585.0,1140,1868,3,1,7,1,2.0,477.0,178000,23,0,1,0,0,0,0,0,1,0,0
1060,10,2005,2006,468.0,3,1082.0,1620.0,1632,2790,2,3,10,1,4.0,1150.0,460000,3,0,0,1,0,0,0,0,1,0,0
748,6,1916,1994,0.0,1,0.0,844.0,1445,2134,2,2,10,0,2.0,441.0,214500,93,1,0,0,0,0,0,0,0,1,0
2846,5,1916,1995,0.0,1,0.0,686.0,948,1928,2,1,10,0,0.0,0.0,160000,90,0,0,1,0,0,0,0,0,1,0
493,7,1999,1999,298.0,2,772.0,992.0,1022,2060,2,2,8,1,2.0,390.0,214000,10,0,0,1,0,0,0,0,1,0,0
694,6,1935,1998,0.0,1,0.0,901.0,861,1378,1,2,6,0,1.0,162.0,128900,74,0,0,1,0,0,0,0,0,1,0
2283,4,1961,1975,149.0,1,1159.0,1249.0,1622,1622,1,1,7,1,4.0,1356.0,168000,46,0,1,0,0,0,0,0,0,0,1
1800,8,2007,2007,0.0,2,745.0,955.0,955,1880,2,3,8,1,3.0,880.0,310013,0,0,0,1,0,0,0,0,0,1,0
1632,8,1986,1986,0.0,2,0.0,1074.0,1088,1088,1,2,5,0,2.0,461.0,170000,21,0,1,0,0,0,0,0,0,1,0
2624,5,1959,1959,0.0,1,369.0,1040.0,1040,1040,1,1,6,0,1.0,286.0,133700,47,0,1,0,0,0,0,0,0,1,0
2197,6,1923,1996,0.0,1,0.0,602.0,900,1502,1,2,7,2,1.0,180.0,165000,84,0,0,1,0,0,0,0,0,1,0
1045,6,1971,1971,604.0,1,358.0,483.0,483,987,1,1,5,0,1.0,264.0,89500,37,0,1,0,0,0,0,0,1,0,0
2549,6,1958,1958,105.0,1,513.0,588.0,1095,1095,1,1,6,0,1.0,264.0,140000,48,0,1,0,0,0,0,0,1,0,0
2829,7,2004,2004,50.0,2,0.0,970.0,970,1709,2,2,7,0,2.0,380.0,134000,2,0,0,1,0,0,0,0,0,0,1
2480,6,1992,1993,0.0,2,758.0,836.0,844,1731,2,2,7,0,2.0,462.0,248500,14,0,0,1,0,0,0,0,0,1,0
2724,4,1965,2001,0.0,1,648.0,648.0,960,960,0,1,3,0,1.0,364.0,145000,41,0,1,0,0,0,0,0,0,1,0
2352,6,1975,1975,0.0,1,550.0,713.0,811,1552,2,1,6,1,2.0,434.0,179900,31,0,1,0,0,0,0,0,0,1,0
1783,8,2006,2007,428.0,2,0.0,1795.0,1795,1795,2,2,7,1,3.0,895.0,147000,1,0,0,1,0,0,0,0,1,0,0
338,5,1991,1991,0.0,1,458.0,624.0,624,1274,1,1,6,0,2.0,576.0,136000,19,0,0,1,0,0,0,0,0,1,0
196,6,1940,1950,0.0,1,264.0,572.0,848,1196,1,1,6,2,2.0,576.0,128000,70,0,1,0,0,0,0,0,0,1,0
762,4,1946,2001,0.0,1,0.0,560.0,704,704,1,0,4,0,1.0,220.0,88750,63,0,1,0,0,0,0,0,0,1,0
151,5,1955,1955,0.0,1,648.0,972.0,972,972,1,1,5,0,1.0,305.0,122500,55,0,1,0,0,0,0,0,0,1,0
158,6,1948,1950,0.0,1,0.0,912.0,912,1458,1,1,6,1,1.0,330.0,97500,62,0,1,0,0,0,0,0,0,1,0
2572,6,1963,1963,332.0,1,0.0,1008.0,1008,1008,1,1,5,0,2.0,430.0,135000,43,0,1,0,0,0,0,0,1,0,0
1686,9,2007,2007,452.0,3,48.0,1822.0,1828,1828,2,2,9,1,3.0,774.0,314813,0,0,0,1,0,0,0,0,1,0,0
735,6,1937,2000,0.0,2,0.0,698.0,786,1176,1,1,4,0,2.0,624.0,134900,72,1,0,0,0,0,0,0,0,1,0
2741,5,1955,1999,164.0,1,0.0,1057.0,1057,1057,1,2,6,0,1.0,288.0,137000,51,0,1,0,0,0,0,0,0,0,1
1106,8,1995,1995,660.0,2,1696.0,2109.0,2113,2113,2,2,7,1,3.0,839.0,350000,13,0,0,1,0,0,0,0,1,0,0
2375,5,1967,1975,0.0,1,373.0,943.0,1387,1387,1,1,6,1,1.0,300.0,145000,39,0,1,0,0,0,0,0,0,1,0
1701,9,2005,2006,365.0,2,0.0,1704.0,1722,2758,2,3,9,1,3.0,814.0,418000,2,0,0,1,0,0,0,0,1,0,0
2657,3,1920,1950,0.0,1,0.0,798.0,840,840,1,0,5,0,1.0,250.0,64000,86,0,0,1,0,0,0,0,0,1,0
907,5,1932,2000,0.0,1,182.0,793.0,848,1520,1,1,6,0,1.0,281.0,159434,77,1,0,0,0,0,0,0,0,1,0
1777,8,2007,2007,164.0,2,1220.0,1542.0,1542,1542,2,2,6,1,3.0,852.0,260261,0,0,0,1,0,0,0,0,1,0,0
164,5,1952,1952,0.0,1,507.0,910.0,910,1385,2,1,6,0,2.0,720.0,166000,58,0,1,0,0,0,0,0,0,1,0
1973,5,1962,1962,0.0,1,734.0,896.0,936,936,1,1,6,1,1.0,288.0,130000,45,0,1,0,0,0,0,0,0,1,0
2857,5,1941,1950,0.0,1,384.0,824.0,824,1288,1,1,6,0,1.0,240.0,112000,65,0,1,0,0,0,0,0,0,1,0
1208,5,1963,1963,148.0,1,776.0,1120.0,1128,1128,2,1,6,0,2.0,525.0,155000,45,0,1,0,0,0,0,0,1,0,0
319,8,2009,2010,84.0,2,0.0,774.0,774,1968,2,3,8,1,3.0,680.0,269500,1,0,0,1,0,0,0,0,1,0,0
2567,6,1964,1964,0.0,1,939.0,1246.0,1246,1246,1,1,6,2,2.0,441.0,172000,42,0,1,0,0,0,0,0,0,1,0
2222,7,1940,1984,0.0,1,410.0,800.0,960,1740,1,1,6,2,1.0,240.0,219500,67,0,1,0,0,0,0,0,0,1,0
2493,5,1963,1963,0.0,1,181.0,925.0,925,925,1,1,5,0,2.0,484.0,133500,43,0,0,1,0,0,0,0,0,1,0
1757,7,2000,2000,0.0,1,0.0,384.0,774,1430,2,1,8,1,2.0,400.0,170000,7,0,0,1,0,0,0,0,0,1,0
184,8,1900,2003,0.0,2,0.0,930.0,930,1566,2,2,7,0,1.0,288.0,150000,110,1,0,0,0,0,0,0,0,1,0
1248,5,1953,1953,0.0,1,624.0,984.0,950,950,1,1,5,0,2.0,400.0,130000,55,0,0,1,0,0,0,0,0,1,0
2574,5,1959,1959,128.0,1,748.0,1144.0,1144,1144,1,1,6,1,1.0,796.0,143000,47,0,1,0,0,0,0,0,1,0,0
1215,5,1961,1961,0.0,1,0.0,1114.0,1114,1114,1,1,5,0,2.0,451.0,140000,47,0,1,0,0,0,0,0,0,1,0
1614,7,1973,1973,1115.0,1,1880.0,2223.0,2223,2223,2,1,8,2,2.0,516.0,244000,34,0,1,0,0,0,0,0,1,0,0
2039,5,1920,1996,0.0,1,0.0,530.0,581,1111,1,0,6,0,1.0,288.0,101000,87,1,0,0,0,0,0,0,0,1,0
2669,5,1958,1958,0.0,1,0.0,960.0,960,960,1,1,5,0,2.0,624.0,125000,48,0,1,0,0,0,0,0,0,1,0
1005,6,1998,1998,0.0,1,0.0,932.0,932,1633,2,1,7,1,2.0,460.0,183000,10,0,0,1,0,0,0,0,0,1,0
753,6,1912,1950,0.0,1,0.0,755.0,929,2229,1,1,8,0,0.0,0.0,104000,97,0,1,0,0,0,0,0,0,1,0
1275,6,1954,1954,0.0,1,0.0,936.0,984,984,1,1,4,0,1.0,280.0,112500,54,0,1,0,0,0,0,0,0,1,0
2350,6,1980,1980,157.0,1,625.0,1686.0,1686,1686,2,1,7,1,2.0,612.0,207500,26,0,1,0,0,0,0,0,1,0,0
